tab_id,col_id,row_id,label,context,entity
CQYG166I0861,1,3,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I0863,1,1,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I0863,1,2,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I0863,1,3,Indonesian cuisine,['Indonesian cuisine'],http://www.wikidata.org/entity/Q787497
CQYG166I0863,1,4,"Indonesia, Central Java, Wonogiri","['Indonesia, Central Java, Wonogiri']","http://www.wikidata.org/entity/Q252,http://www.wikidata.org/entity/Q3557,http://www.wikidata.org/entity/Q10981"
CQYG166I0863,1,5,"table salt, Kaempferia galanga, nut, coconut, garlic, cassava root","['table salt, Kaempferia galanga, nut, coconut, garlic, cassava root']","http://www.wikidata.org/entity/Q11254,http://www.wikidata.org/entity/Q1113398,http://www.wikidata.org/entity/Q3320037,http://www.wikidata.org/entity/Q3342808,http://www.wikidata.org/entity/Q21546392,http://www.wikidata.org/entity/Q43304555"
CQYG166I0863,1,6,Culture of Indonesia,['Culture of Indonesia'],http://www.wikidata.org/entity/Q2717220
CQYG166I0863,1,7,deep frying,['deep frying'],http://www.wikidata.org/entity/Q854618
CQYG166I0881,1,1,cuisine of Veneto,['cuisine of Veneto'],http://www.wikidata.org/entity/Q47948
CQYG166I0881,1,2,Italy,['Italy'],http://www.wikidata.org/entity/Q38
CQYG166I0881,1,3,"sugar, flour, egg, cocoa powder","['sugar, flour, egg, cocoa powder']","http://www.wikidata.org/entity/Q11002,http://www.wikidata.org/entity/Q36465,http://www.wikidata.org/entity/Q93189,http://www.wikidata.org/entity/Q1062396"
CQYG166I0883,1,1,Polish cuisine,['Polish cuisine'],http://www.wikidata.org/entity/Q756020
CQYG166I0883,1,2,Russian cuisine,['Russian cuisine'],http://www.wikidata.org/entity/Q12505
CQYG166I0883,1,3,"butter, lemon juice, rusk","['butter, lemon juice, rusk']","http://www.wikidata.org/entity/Q34172,http://www.wikidata.org/entity/Q1375049,http://www.wikidata.org/entity/Q5477096"
CQYG166I0885,1,1,Japan,['Japan'],http://www.wikidata.org/entity/Q17
CQYG166I0885,1,3,"rice, unagi","['rice, unagi']","http://www.wikidata.org/entity/Q5090,http://www.wikidata.org/entity/Q1422437"
CQYG166I0885,1,4,Ōkubo Imasuke,['Ōkubo Imasuke'],http://www.wikidata.org/entity/Q11431911
CQYG166I0886,1,1,Bohemia,['Bohemia'],http://www.wikidata.org/entity/Q39193
CQYG166I0886,1,2,"Sambucus nigra, flour, egg","['Sambucus nigra, flour, egg']","http://www.wikidata.org/entity/Q22701,http://www.wikidata.org/entity/Q36465,http://www.wikidata.org/entity/Q93189"
CQYG166I0910,1,1,Algeria,['Algeria'],http://www.wikidata.org/entity/Q262
CQYG166I0910,1,2,main course,['main course'],http://www.wikidata.org/entity/Q772630
CQYG166I0910,1,3,"Moroccan cuisine, Algerian cuisine","['Moroccan cuisine, Algerian cuisine']","http://www.wikidata.org/entity/Q1150262,http://www.wikidata.org/entity/Q3006881"
CQYG166I0910,1,4,"tomato, flour, legume","['tomato, flour, legume']","http://www.wikidata.org/entity/Q23501,http://www.wikidata.org/entity/Q36465,http://www.wikidata.org/entity/Q145909"
CQYG166I0918,1,1,"Catalonia, Land of Valencia","['Catalonia, Land of Valencia']","http://www.wikidata.org/entity/Q5705,http://www.wikidata.org/entity/Q5720"
CQYG166I0918,1,2,Helix pomatia,['Helix pomatia'],http://www.wikidata.org/entity/Q245314
CQYG166I0921,1,1,canton of Valais,['canton of Valais'],http://www.wikidata.org/entity/Q834
CQYG166I0921,1,2,Switzerland,['Switzerland'],http://www.wikidata.org/entity/Q39
CQYG166I0921,1,4,"apple, cheese, Allium, potato","['apple, cheese, Allium, potato']","http://www.wikidata.org/entity/Q89,http://www.wikidata.org/entity/Q10943,http://www.wikidata.org/entity/Q49391,http://www.wikidata.org/entity/Q16587531"
CQYG166I0924,1,1,"Finland, Sweden","['Finland, Sweden']","http://www.wikidata.org/entity/Q33,http://www.wikidata.org/entity/Q34"
CQYG166I0924,1,2,"crêpe, pea soup","['crêpe, pea soup']","http://www.wikidata.org/entity/Q12200,http://www.wikidata.org/entity/Q367225"
CQYG166I0929,1,2,"sugar, raisin, almond","['sugar, raisin, almond']","http://www.wikidata.org/entity/Q11002,http://www.wikidata.org/entity/Q13186,http://www.wikidata.org/entity/Q184357"
CQYG166I0929,1,3,Morocco,['Morocco'],http://www.wikidata.org/entity/Q1028
CQYG166I0934,1,2,France,['France'],http://www.wikidata.org/entity/Q142
CQYG166I0939,1,1,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I0939,1,2,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I0939,1,3,"Indonesia, West Java, Cirebon","['Indonesia, West Java, Cirebon']","http://www.wikidata.org/entity/Q252,http://www.wikidata.org/entity/Q3724,http://www.wikidata.org/entity/Q10368"
CQYG166I0939,1,4,"water, table salt, glutinous rice, Pandanus amaryllifolius, coconut milk, palm sugar","['water, table salt, glutinous rice, Pandanus amaryllifolius, coconut milk, palm sugar']","http://www.wikidata.org/entity/Q283,http://www.wikidata.org/entity/Q11254,http://www.wikidata.org/entity/Q115443,http://www.wikidata.org/entity/Q311090,http://www.wikidata.org/entity/Q841779,http://www.wikidata.org/entity/Q1549017"
CQYG166I0939,1,5,Indonesian cuisine,['Indonesian cuisine'],http://www.wikidata.org/entity/Q787497
CQYG166I0939,1,6,Culture of Indonesia,['Culture of Indonesia'],http://www.wikidata.org/entity/Q2717220
CQYG166I0940,1,1,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I0940,1,2,Javanese cuisine,['Javanese cuisine'],http://www.wikidata.org/entity/Q6165227
CQYG166I0940,1,3,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I0940,1,4,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I0940,1,5,"table salt, Alpinia galanga, coconut water, chicken meat, Aleurites moluccanus, ginger, garlic, turmeric rhizome, kaffir lime leaf, shallot, Indonesian bay leaf","['table salt, Alpinia galanga, coconut water, chicken meat, Aleurites moluccanus, ginger, garlic, turmeric rhizome, kaffir lime leaf, shallot, Indonesian bay leaf']","http://www.wikidata.org/entity/Q11254,http://www.wikidata.org/entity/Q402971,http://www.wikidata.org/entity/Q633401,http://www.wikidata.org/entity/Q864693,http://www.wikidata.org/entity/Q1160961,http://www.wikidata.org/entity/Q15046077,http://www.wikidata.org/entity/Q21546392,http://www.wikidata.org/entity/Q48929903,http://www.wikidata.org/entity/Q67202802,http://www.wikidata.org/entity/Q67206407,http://www.wikidata.org/entity/Q107862813"
CQYG166I0940,1,6,Indonesian cuisine,['Indonesian cuisine'],http://www.wikidata.org/entity/Q787497
CQYG166I0940,1,7,Culture of Indonesia,['Culture of Indonesia'],http://www.wikidata.org/entity/Q2717220
CQYG166I0940,1,8,chicken meat,['chicken meat'],http://www.wikidata.org/entity/Q864693
CQYG166I0940,1,9,Javanese,['Javanese'],http://www.wikidata.org/entity/Q49209
CQYG166I0954,1,2,Italy,['Italy'],http://www.wikidata.org/entity/Q38
CQYG166I0954,1,3,pearl barley,['pearl barley'],http://www.wikidata.org/entity/Q2743860
CQYG166I0962,1,1,"Trinidad and Tobago, Dominica, Guadeloupe","['Trinidad and Tobago, Dominica, Guadeloupe']","http://www.wikidata.org/entity/Q754,http://www.wikidata.org/entity/Q784,http://www.wikidata.org/entity/Q17012"
CQYG166I0962,1,2,"rice, meat, sugar, coconut milk, pigeon pea","['rice, meat, sugar, coconut milk, pigeon pea']","http://www.wikidata.org/entity/Q5090,http://www.wikidata.org/entity/Q10990,http://www.wikidata.org/entity/Q11002,http://www.wikidata.org/entity/Q841779,http://www.wikidata.org/entity/Q103449274"
CQYG166I0972,1,1,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I0972,1,2,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I0972,1,3,"Indonesia, North Sumatra, Karo","['Indonesia, North Sumatra, Karo']","http://www.wikidata.org/entity/Q252,http://www.wikidata.org/entity/Q2140,http://www.wikidata.org/entity/Q5810"
CQYG166I0972,1,4,pork meat,['pork meat'],http://www.wikidata.org/entity/Q191768
CQYG166I0972,1,5,Indonesian cuisine,['Indonesian cuisine'],http://www.wikidata.org/entity/Q787497
CQYG166I0972,1,6,Culture of Indonesia,['Culture of Indonesia'],http://www.wikidata.org/entity/Q2717220
CQYG166I0980,1,1,"curry powder, crab meat","['curry powder, crab meat']","http://www.wikidata.org/entity/Q1144935,http://www.wikidata.org/entity/Q5180246"
CQYG166I0980,1,3,Thai cuisine,['Thai cuisine'],http://www.wikidata.org/entity/Q841984
CQYG166I0980,1,4,Thailand,['Thailand'],http://www.wikidata.org/entity/Q869
CQYG166I0984,1,1,pampuchy,['pampuchy'],http://www.wikidata.org/entity/Q835895
CQYG166I0984,1,2,Poland,['Poland'],http://www.wikidata.org/entity/Q36
CQYG166I0987,1,1,Belgium,['Belgium'],http://www.wikidata.org/entity/Q31
CQYG166I0987,1,2,cuisine of Brussels,['cuisine of Brussels'],http://www.wikidata.org/entity/Q17176916
CQYG166I0987,1,3,Brussels,['Brussels'],http://www.wikidata.org/entity/Q111901161
CQYG166I0987,1,4,"drinking water, milk, table salt, butter, flour, yeast, egg white","['drinking water, milk, table salt, butter, flour, yeast, egg white']","http://www.wikidata.org/entity/Q7892,http://www.wikidata.org/entity/Q8495,http://www.wikidata.org/entity/Q11254,http://www.wikidata.org/entity/Q34172,http://www.wikidata.org/entity/Q36465,http://www.wikidata.org/entity/Q45422,http://www.wikidata.org/entity/Q796758"
CQYG166I0987,1,6,Brussels,['Brussels'],http://www.wikidata.org/entity/Q111901161
CQYG166I1009,1,1,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1009,1,2,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1009,1,3,Indonesian cuisine,['Indonesian cuisine'],http://www.wikidata.org/entity/Q787497
CQYG166I1009,1,4,"Central Java, Jepara, Indonesia","['Central Java, Jepara, Indonesia']","http://www.wikidata.org/entity/Q3557,http://www.wikidata.org/entity/Q10615,http://www.wikidata.org/entity/Q252"
CQYG166I1009,1,5,Culture of Indonesia,['Culture of Indonesia'],http://www.wikidata.org/entity/Q2717220
CQYG166I1023,1,1,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1023,1,2,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1023,1,3,"Indonesia, Central Java, Jakarta","['Indonesia, Central Java, Jakarta']","http://www.wikidata.org/entity/Q252,http://www.wikidata.org/entity/Q3557,http://www.wikidata.org/entity/Q3630"
CQYG166I1023,1,4,"palm sugar, glutinous rice flour","['palm sugar, glutinous rice flour']","http://www.wikidata.org/entity/Q1549017,http://www.wikidata.org/entity/Q18235491"
CQYG166I1023,1,5,Culture of Indonesia,['Culture of Indonesia'],http://www.wikidata.org/entity/Q2717220
CQYG166I1023,1,6,Indonesian cuisine,['Indonesian cuisine'],http://www.wikidata.org/entity/Q787497
CQYG166I1029,1,1,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1029,1,2,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1029,1,3,Indonesian cuisine,['Indonesian cuisine'],http://www.wikidata.org/entity/Q787497
CQYG166I1029,1,4,"Indonesia, West Java","['Indonesia, West Java']","http://www.wikidata.org/entity/Q252,http://www.wikidata.org/entity/Q3724"
CQYG166I1029,1,5,"yeast, cassava root","['yeast, cassava root']","http://www.wikidata.org/entity/Q45422,http://www.wikidata.org/entity/Q43304555"
CQYG166I1029,1,6,Culture of Indonesia,['Culture of Indonesia'],http://www.wikidata.org/entity/Q2717220
CQYG166I1039,1,1,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1039,1,2,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1039,1,3,"Indonesia, North Sumatra","['Indonesia, North Sumatra']","http://www.wikidata.org/entity/Q252,http://www.wikidata.org/entity/Q2140"
CQYG166I1039,1,4,"chicken meat, coconut","['chicken meat, coconut']","http://www.wikidata.org/entity/Q864693,http://www.wikidata.org/entity/Q3342808"
CQYG166I1039,1,5,Culture of Indonesia,['Culture of Indonesia'],http://www.wikidata.org/entity/Q2717220
CQYG166I1039,1,6,Indonesian cuisine,['Indonesian cuisine'],http://www.wikidata.org/entity/Q787497
CQYG166I1044,1,1,"Crimean Tatar cuisine, Lithuanian cuisine","['Crimean Tatar cuisine, Lithuanian cuisine']","http://www.wikidata.org/entity/Q5185453,http://www.wikidata.org/entity/Q19360432"
CQYG166I1044,1,2,National Inventory of Intangible Cultural Heritage of Ukraine,['National Inventory of Intangible Cultural Heritage of Ukraine'],http://www.wikidata.org/entity/Q116447753
CQYG166I1044,1,3,"Lithuania, Ukraine","['Lithuania, Ukraine']","http://www.wikidata.org/entity/Q37,http://www.wikidata.org/entity/Q212"
CQYG166I1044,1,4,"Polish cuisine, Ukrainian cuisine, Lithuanian cuisine","['Polish cuisine, Ukrainian cuisine, Lithuanian cuisine']","http://www.wikidata.org/entity/Q756020,http://www.wikidata.org/entity/Q1503789,http://www.wikidata.org/entity/Q19360432"
CQYG166I1044,1,5,"Allium cepa, dough, mutton","['Allium cepa, dough, mutton']","http://www.wikidata.org/entity/Q23485,http://www.wikidata.org/entity/Q178024,http://www.wikidata.org/entity/Q14566073"
CQYG166I1044,1,6,"dough, mutton","['dough, mutton']","http://www.wikidata.org/entity/Q178024,http://www.wikidata.org/entity/Q14566073"
CQYG166I1049,1,2,Vietnam,['Vietnam'],http://www.wikidata.org/entity/Q881
CQYG166I1053,1,1,Mallorca,['Mallorca'],http://www.wikidata.org/entity/Q8828
CQYG166I1053,1,2,Spain,['Spain'],http://www.wikidata.org/entity/Q29
CQYG166I1074,1,1,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1074,1,2,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1074,1,3,"Indonesia, West Java, Cirebon","['Indonesia, West Java, Cirebon']","http://www.wikidata.org/entity/Q252,http://www.wikidata.org/entity/Q3724,http://www.wikidata.org/entity/Q10368"
CQYG166I1074,1,4,"sugar, table salt, egg, coconut milk, tapioca","['sugar, table salt, egg, coconut milk, tapioca']","http://www.wikidata.org/entity/Q11002,http://www.wikidata.org/entity/Q11254,http://www.wikidata.org/entity/Q93189,http://www.wikidata.org/entity/Q841779,http://www.wikidata.org/entity/Q873761"
CQYG166I1074,1,5,Indonesian cuisine,['Indonesian cuisine'],http://www.wikidata.org/entity/Q787497
CQYG166I1074,1,6,Culture of Indonesia,['Culture of Indonesia'],http://www.wikidata.org/entity/Q2717220
CQYG166I1077,1,1,cold,['cold'],http://www.wikidata.org/entity/Q270952
CQYG166I1077,1,2,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1077,1,4,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1077,1,5,"Indonesia, Aceh, East Java, West Java, Ciamis, Trenggalek Regency","['Indonesia, Aceh, East Java, West Java, Ciamis, Trenggalek Regency']","http://www.wikidata.org/entity/Q252,http://www.wikidata.org/entity/Q1823,http://www.wikidata.org/entity/Q3586,http://www.wikidata.org/entity/Q3724,http://www.wikidata.org/entity/Q10365,http://www.wikidata.org/entity/Q11139"
CQYG166I1077,1,6,"water, table salt, Cavendish banana, glutinous rice flour","['water, table salt, Cavendish banana, glutinous rice flour']","http://www.wikidata.org/entity/Q283,http://www.wikidata.org/entity/Q11254,http://www.wikidata.org/entity/Q1051869,http://www.wikidata.org/entity/Q18235491"
CQYG166I1077,1,7,"Indonesian cuisine, Acehnese cuisine","['Indonesian cuisine, Acehnese cuisine']","http://www.wikidata.org/entity/Q787497,http://www.wikidata.org/entity/Q12480249"
CQYG166I1077,1,8,Culture of Indonesia,['Culture of Indonesia'],http://www.wikidata.org/entity/Q2717220
CQYG166I1077,1,9,"cutting, food drying","['cutting, food drying']","http://www.wikidata.org/entity/Q196751,http://www.wikidata.org/entity/Q5514687"
CQYG166I1080,1,1,Spain,['Spain'],http://www.wikidata.org/entity/Q29
CQYG166I1080,1,4,Valencian cuisine,['Valencian cuisine'],http://www.wikidata.org/entity/Q1223242
CQYG166I1080,1,5,Category:Paella,['Category:Paella'],http://www.wikidata.org/entity/Q55276949
CQYG166I1080,1,8,"chicken, rice, table salt, saffron, olive oil, Phaseolus lunatus, green bean, rabbit meat, tomato","['chicken, rice, table salt, saffron, olive oil, Phaseolus lunatus, green bean, rabbit meat, tomato']","http://www.wikidata.org/entity/Q780,http://www.wikidata.org/entity/Q5090,http://www.wikidata.org/entity/Q11254,http://www.wikidata.org/entity/Q25434,http://www.wikidata.org/entity/Q93165,http://www.wikidata.org/entity/Q1166136,http://www.wikidata.org/entity/Q2987371,http://www.wikidata.org/entity/Q3556748,http://www.wikidata.org/entity/Q20638126"
CQYG166I1080,1,9,Paelya,['Paelya'],http://www.wikidata.org/entity/Q60762918
CQYG166I1082,1,2,Hungary,['Hungary'],http://www.wikidata.org/entity/Q28
CQYG166I1082,1,3,"Hungarian cuisine, Ukrainian cuisine","['Hungarian cuisine, Ukrainian cuisine']","http://www.wikidata.org/entity/Q264327,http://www.wikidata.org/entity/Q1503789"
CQYG166I1082,1,4,"egg, sour cream, salo, H kabir, potato","['egg, sour cream, salo, H kabir, potato']","http://www.wikidata.org/entity/Q93189,http://www.wikidata.org/entity/Q840171,http://www.wikidata.org/entity/Q6496411,http://www.wikidata.org/entity/Q16147704,http://www.wikidata.org/entity/Q16587531"
CQYG166I1082,1,5,main course,['main course'],http://www.wikidata.org/entity/Q772630
CQYG166I1094,1,3,United States of America,['United States of America'],http://www.wikidata.org/entity/Q30
CQYG166I1094,1,4,"chocolate, marshmallow, graham cracker","['chocolate, marshmallow, graham cracker']","http://www.wikidata.org/entity/Q195,http://www.wikidata.org/entity/Q272198,http://www.wikidata.org/entity/Q5593383"
CQYG166I1106,1,1,Vietnam,['Vietnam'],http://www.wikidata.org/entity/Q881
CQYG166I1106,1,2,"bánh trôi, bánh chay","['bánh trôi, bánh chay']","http://www.wikidata.org/entity/Q110834778,http://www.wikidata.org/entity/Q110834827"
CQYG166I1113,1,1,"Nigeria, Northern Nigeria","['Nigeria, Northern Nigeria']","http://www.wikidata.org/entity/Q1033,http://www.wikidata.org/entity/Q7058792"
CQYG166I1113,1,2,Nigerian cuisine,['Nigerian cuisine'],http://www.wikidata.org/entity/Q7033037
CQYG166I1113,1,3,Nigeria,['Nigeria'],http://www.wikidata.org/entity/Q1033
CQYG166I1113,1,4,Northern Region,['Northern Region'],http://www.wikidata.org/entity/Q3509092
CQYG166I1113,1,5,Hausa,['Hausa'],http://www.wikidata.org/entity/Q56475
CQYG166I1113,1,6,baobab leaf,['baobab leaf'],http://www.wikidata.org/entity/Q110873638
CQYG166I1121,1,1,hot,['hot'],http://www.wikidata.org/entity/Q28128222
CQYG166I1121,1,2,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1121,1,3,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1121,1,4,"Indonesian cuisine, Acehnese cuisine","['Indonesian cuisine, Acehnese cuisine']","http://www.wikidata.org/entity/Q787497,http://www.wikidata.org/entity/Q12480249"
CQYG166I1121,1,5,"Indonesia, Aceh","['Indonesia, Aceh']","http://www.wikidata.org/entity/Q252,http://www.wikidata.org/entity/Q1823"
CQYG166I1121,1,6,"Cymbopogon citratus, glutinous rice, broth, coconut milk, cooked grain, Indonesian bay leaf","['Cymbopogon citratus, glutinous rice, broth, coconut milk, cooked grain, Indonesian bay leaf']","http://www.wikidata.org/entity/Q33913,http://www.wikidata.org/entity/Q115443,http://www.wikidata.org/entity/Q275068,http://www.wikidata.org/entity/Q841779,http://www.wikidata.org/entity/Q107695269,http://www.wikidata.org/entity/Q107862813"
CQYG166I1121,1,7,Culture of Indonesia,['Culture of Indonesia'],http://www.wikidata.org/entity/Q2717220
CQYG166I1121,1,8,frying,['frying'],http://www.wikidata.org/entity/Q300472
CQYG166I1122,1,1,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1122,1,2,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1122,1,3,Indonesian cuisine,['Indonesian cuisine'],http://www.wikidata.org/entity/Q787497
CQYG166I1122,1,4,"Indonesia, Central Java, Demak","['Indonesia, Central Java, Demak']","http://www.wikidata.org/entity/Q252,http://www.wikidata.org/entity/Q3557,http://www.wikidata.org/entity/Q10613"
CQYG166I1122,1,5,coconut milk,['coconut milk'],http://www.wikidata.org/entity/Q841779
CQYG166I1122,1,6,Culture of Indonesia,['Culture of Indonesia'],http://www.wikidata.org/entity/Q2717220
CQYG166I1127,1,1,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1127,1,2,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1127,1,3,Indonesian cuisine,['Indonesian cuisine'],http://www.wikidata.org/entity/Q787497
CQYG166I1127,1,4,"Indonesia, Central Java, Jepara","['Indonesia, Central Java, Jepara']","http://www.wikidata.org/entity/Q252,http://www.wikidata.org/entity/Q3557,http://www.wikidata.org/entity/Q10615"
CQYG166I1127,1,5,"sugar, table salt, chili pepper, bird's eye chili, cashew nut","[""sugar, table salt, chili pepper, bird's eye chili, cashew nut""]","http://www.wikidata.org/entity/Q11002,http://www.wikidata.org/entity/Q11254,http://www.wikidata.org/entity/Q165199,http://www.wikidata.org/entity/Q432426,http://www.wikidata.org/entity/Q7885904"
CQYG166I1127,1,6,Culture of Indonesia,['Culture of Indonesia'],http://www.wikidata.org/entity/Q2717220
CQYG166I1128,1,1,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1128,1,2,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1128,1,3,Indonesian cuisine,['Indonesian cuisine'],http://www.wikidata.org/entity/Q787497
CQYG166I1128,1,4,"Indonesia, Central Java, Jepara","['Indonesia, Central Java, Jepara']","http://www.wikidata.org/entity/Q252,http://www.wikidata.org/entity/Q3557,http://www.wikidata.org/entity/Q10615"
CQYG166I1128,1,5,"table salt, tomato, chili pepper, cooking oil, bird's eye chili, shrimp paste","[""table salt, tomato, chili pepper, cooking oil, bird's eye chili, shrimp paste""]","http://www.wikidata.org/entity/Q11254,http://www.wikidata.org/entity/Q23501,http://www.wikidata.org/entity/Q165199,http://www.wikidata.org/entity/Q427457,http://www.wikidata.org/entity/Q432426,http://www.wikidata.org/entity/Q1127705"
CQYG166I1128,1,6,Culture of Indonesia,['Culture of Indonesia'],http://www.wikidata.org/entity/Q2717220
CQYG166I1132,1,2,"wine, bread roll, Bologna sausage","['wine, bread roll, Bologna sausage']","http://www.wikidata.org/entity/Q282,http://www.wikidata.org/entity/Q23004,http://www.wikidata.org/entity/Q543025"
CQYG166I1141,1,2,"Meyers Konversations-Lexikon, 4th edition (1885–1890)","['Meyers Konversations-Lexikon, 4th edition (1885–1890)']",http://www.wikidata.org/entity/Q19219752
CQYG166I1155,1,2,Provence-Alpes-Côte d'Azur,"[""Provence-Alpes-Côte d'Azur""]",http://www.wikidata.org/entity/Q15104
CQYG166I1155,1,3,France,['France'],http://www.wikidata.org/entity/Q142
CQYG166I1155,1,4,Provence,['Provence'],http://www.wikidata.org/entity/Q101081
CQYG166I1161,1,1,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1161,1,2,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1161,1,3,Indonesian cuisine,['Indonesian cuisine'],http://www.wikidata.org/entity/Q787497
CQYG166I1161,1,4,"Indonesia, Jepara","['Indonesia, Jepara']","http://www.wikidata.org/entity/Q252,http://www.wikidata.org/entity/Q10615"
CQYG166I1161,1,5,chicken,['chicken'],http://www.wikidata.org/entity/Q780
CQYG166I1161,1,6,Culture of Indonesia,['Culture of Indonesia'],http://www.wikidata.org/entity/Q2717220
CQYG166I1181,1,2,Civet,['Civet'],http://www.wikidata.org/entity/Q1094427
CQYG166I1185,1,1,La Manchuela,['La Manchuela'],http://www.wikidata.org/entity/Q2642626
CQYG166I1185,1,2,Spain,['Spain'],http://www.wikidata.org/entity/Q29
CQYG166I1197,1,1,eating,['eating'],http://www.wikidata.org/entity/Q213449
CQYG166I1197,1,3,Nigeria,['Nigeria'],http://www.wikidata.org/entity/Q1033
CQYG166I1197,1,4,Nigeria,['Nigeria'],http://www.wikidata.org/entity/Q1033
CQYG166I1214,1,1,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1214,1,2,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1214,1,3,Indonesian cuisine,['Indonesian cuisine'],http://www.wikidata.org/entity/Q787497
CQYG166I1214,1,4,"Indonesia, Central Java, Pekalongan, Kota Pekalongan","['Indonesia, Central Java, Pekalongan, Kota Pekalongan']","http://www.wikidata.org/entity/Q252,http://www.wikidata.org/entity/Q3557,http://www.wikidata.org/entity/Q10623,http://www.wikidata.org/entity/Q24847153"
CQYG166I1214,1,5,Culture of Indonesia,['Culture of Indonesia'],http://www.wikidata.org/entity/Q2717220
CQYG166I1215,1,1,cold,['cold'],http://www.wikidata.org/entity/Q270952
CQYG166I1215,1,2,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1215,1,4,Indonesia,['Indonesia'],http://www.wikidata.org/entity/Q252
CQYG166I1215,1,5,"Indonesia, Aceh, Indonesian","['Indonesia, Aceh, Indonesian']","http://www.wikidata.org/entity/Q252,http://www.wikidata.org/entity/Q1823,http://www.wikidata.org/entity/Q9240"
CQYG166I1215,1,6,"vanilla, egg, sodium bicarbonate, wheat flour, white sugar","['vanilla, egg, sodium bicarbonate, wheat flour, white sugar']","http://www.wikidata.org/entity/Q13241,http://www.wikidata.org/entity/Q93189,http://www.wikidata.org/entity/Q179731,http://www.wikidata.org/entity/Q2249305,http://www.wikidata.org/entity/Q4409456"
CQYG166I1215,1,7,"Indonesian cuisine, Acehnese cuisine","['Indonesian cuisine, Acehnese cuisine']","http://www.wikidata.org/entity/Q787497,http://www.wikidata.org/entity/Q12480249"
CQYG166I1215,1,8,Culture of Indonesia,['Culture of Indonesia'],http://www.wikidata.org/entity/Q2717220
CQYG166I1215,1,9,baking,['baking'],http://www.wikidata.org/entity/Q720398
CQYG166I1230,1,1,Algerian cuisine,['Algerian cuisine'],http://www.wikidata.org/entity/Q3006881
CQYG166I1230,1,3,Algeria,['Algeria'],http://www.wikidata.org/entity/Q262
CQYG166I1230,1,4,"onion, meatball","['onion, meatball']","http://www.wikidata.org/entity/Q3406628,http://www.wikidata.org/entity/Q4831844"
CQYG166I1239,1,1,French cuisine,['French cuisine'],http://www.wikidata.org/entity/Q6661
CQYG166I1239,1,3,France,['France'],http://www.wikidata.org/entity/Q142
CQYG166I1239,1,4,egg,['egg'],http://www.wikidata.org/entity/Q17147
CQYG166I1241,1,1,France,['France'],http://www.wikidata.org/entity/Q142
CQYG166I1241,1,2,"onion, potato","['onion, potato']","http://www.wikidata.org/entity/Q3406628,http://www.wikidata.org/entity/Q16587531"
CQYG166I1271,1,2,Italy,['Italy'],http://www.wikidata.org/entity/Q38
CQYG166I1273,1,1,Cuisine of Abruzzo,['Cuisine of Abruzzo'],http://www.wikidata.org/entity/Q616698
CQYG166I1273,1,3,Italy,['Italy'],http://www.wikidata.org/entity/Q38
